description,is_gen_pub,source
"Proud daughter of an Army/USAF Vet who served his country during WWII, Korea & Vietnam. #Veterans #1A #2A #PROLIFE  #IStandWithIsrael #NoHillary",1,Brussel Airport Bombing
"I belong to The Lord Christ Jesus,bought with Blood.  A fiscal,&social Conservative.Looking for the Light to overcome the Darkness! #Ccot #tcot #teaparty",1,Brussel Airport Bombing
"Broncos Fan, Red Sox Fan , all things S.W. Florida Fan and Part Time Weather Geek!",1,Brussel Airport Bombing
"Accept yourself, insecurity is whats ugly, not you. I'm never apologizing for who I am. Life is tough, but I'm tougher. You. Me. Forever. Please?",1,Brussel Airport Bombing
"@NBCConnecticut Investigative reporter and token millennial. Let me tell your story; but first, coffee. christiane.cordero@nbcuni.com",0,Brussel Airport Bombing
"Current news about Israeli science, medicine, finance, start-ups, education, humor, culture, politics, agriculture, technology and life in the Middle East",0,Brussel Airport Bombing
"Webinar producer & host. Speaker & consultant on IT policy & law: Copyright, privacy, free speech, censorship, security, open access. Cornell alum. Folk fan.",1,Brussel Airport Bombing
"Fighting 4 values that made us strong! Hard things are put in our way, not to stop us, but to call out our courage and strength. - Anonymous",1,Brussel Airport Bombing
can we keep each others company?,1,Brussel Airport Bombing
"RAoK-obsessed Business Development Director, wife, mom, autism warrior, gun sense activist, singer/actor.",1,Brussel Airport Bombing
"I hate to advocate drugs, alcohol, violence, or insanity to anyone, but they've always worked for me / Hunter S. Thompson - Videographer - Activist - Bernie2016",1,Brussel Airport Bombing
"Latest news, sports, entertainment and science stories from the U.S. Daily Mail team. Find us on Facebook: http",0,Brussel Airport Bombing
Reporter/MMJ for @WHNT (CBS) in Huntsville. Former Producer for @NC5 in Nashville. @MTSU Grad. I'm a Tennessean staying neutral in Alabama/Auburn Country!,0,Brussel Airport Bombing
"Trust me, you're hilarious - Whisky .... XB1 COD TF LummoxICT #tcot",1,Brussel Airport Bombing
"Socialist, Activist, Christian, Disabled #feelthebern #disabled  #uniteblue #socialist  #fightfor15 #prochoice #marijuana Like the site: http",1,Brussel Airport Bombing
A RETIRED FEDERAL AIR MARSHAL and LAW ENFORCEMENT SUPPORTER...EPIC KNOWING DJT 4 Prez! IF YOUR IN MY COUNTRY BE CIVILIZED n LEGAL,1,Brussel Airport Bombing
Lead Guitarist ~ L?rdozz Hardcore/progressive Metal,1,Brussel Airport Bombing
#SocialTV #Entertainment #writer #Music #Movies #TV #redcarpet #popculture #film #Charity #NOH8 #ownambassador #OWNer #SocialGood #EyeCon #VFSC,0,Brussel Airport Bombing
"Art postings and current event news shared. Please check out my personal blog, LemonChronicle link provided below! Do not send messages, thank you!",1,Brussel Airport Bombing
U.S. Marine veteran. BA Psychology UNF Class of 2000. Numismatist. Proprietor of http I'm not responsible for any tweet or tweets.,1,Brussel Airport Bombing
"Co-editor for Beach Carolina Magazine an online publication covering news, entertainment and events for the southeast. Documentary filmmaker.
Book author.",0,Brussel Airport Bombing
"LOVE, LIVE, LAUGH, LEARN, and SHOP!....",1,Brussel Airport Bombing
"Despise religious bigotry of all kinds. Friends with reason & science. Regressive Hate Politics Vs Plural India. I endorse, I RT. Also, @JoeyGlocal's dad.",1,Brussel Airport Bombing
No DMs unless I know u TY. *( ?~ ?? ?°) Proud #American ????? ????. Agnostic with Christian sympathies. Avid reader of history. #2aWithoutApology creator,1,Brussel Airport Bombing
"888.829.1571  Luxury & Moderate Ski Resorts, Ski In/Ski Out in the USA, Canada, S. America & European Mountain Destinations. http",0,Brussel Airport Bombing
"Educator, Writer, Real Estate Pro, Conservative, former Business Executive,  Business Consultant, College Football Player.",1,Brussel Airport Bombing
"News, sports, politics, entertainment, art and humor. Just an average guy. #uniteblue 
#Pennsylvania",1,Brussel Airport Bombing
"Proud father of 3, supporter of the 2nd amendment & animal lover. My family is my world. Like most of the country I too am over the jerk offs in Washington D.C.",1,Brussel Airport Bombing
"Lawyer | Alumnus of @SLULAW, @WUSTL, & @JBSchool",1,Brussel Airport Bombing
@Harry_Styles and @chanyeolit legal wife.,1,Brussel Airport Bombing
"Updates for producers at our affiliates and Owned Stations.  It's really for them, but if you are a news junkie, feel free to follow us too.",0,Brussel Airport Bombing
"Geek, Internet Entrepreneur,Idea Evangelist, Tech Support Blogger,Thicker Quicker Picker Upper.",1,Brussel Airport Bombing
I love Redskins!!! HTTR HTST HTRG3!!! I have one Daughter and 4 Grandchildren!! I dislike Drama of any kind!!! I am an Aries!!,1,Brussel Airport Bombing
"Liberal, Amateur Astronomer, gamer, literary criticism, Russian Literature aficionado. New York sports fan. NYJ, NYR, NYY, ND football, Horse racing.",1,Brussel Airport Bombing
"As a full time reseller for Top10orFree, I help people grow their business by retweeting their ideas on sports.",0,Brussel Airport Bombing
"Middle-aged fat 'n hairy guy, bacon is favorite vegetable; ?? #TheHashtagGame, interested in sports, politics, pop culture. Fan of @alyankovic. Got lox? Sushi?",1,Brussel Airport Bombing
"Husband, Father, Writer, Blogger, Conservative, Christian-LDS, American Citizen, Patriot, U.S. Constitution and Rule of Law!  FREEEEEEDOM!!!!!",1,Brussel Airport Bombing
Join The Recovery Room Podcast to education others on Islam by a Muslim convert. But it isnt all serious in here isnt laughter the best medicine?,0,Brussel Airport Bombing
Brian P. Johnson. #SCStrong #PrayForParis @USCAiken #ClassOf2014 #USCA14. @UofSC Fan #RIPHadiya #RIPTrayvon #RIPAnthonyLiddell #RIPCape #RIPAlexisMurphy,1,Brussel Airport Bombing
"Conservative Catholic, Pro Life, who follows Politics, the Stock Market and we all need Humor. My fav docs are Bill of Rights and 10 Commandments.",1,Brussel Airport Bombing
Station Debunk was started in WWII. It's back to fight a different kind of propaganda. A CB Network.,0,Brussel Airport Bombing
"· Cardinal & Gold Alum|
Work»
· MLB-NHL-Football | 
· Creation-Outfitter|

»»

· Far Right CAPITALIST
 | Pro-Israel | Straight girl | III% | #tcot
· Own Opinion",1,Brussel Airport Bombing
"#Snapchat:iiswhoiiam
#FreeKesha",1,Brussel Airport Bombing
"Full Stack Developer || Creative Instigator behind Hybrid Hues, digital platform bridging social change + art",0,Brussel Airport Bombing
"SHRMA is dedicated to providing information and opportunities  human  resources professionals in the Salina, Kansas area.",0,Brussel Airport Bombing
"28 | Russian | Love Fashion, Cooking, Tweeting |",1,Brussel Airport Bombing
"Former acting SecArmy & deputy FEMA director narrative on analyzing threats, managing hazards, countering radicalization & developing leaders",1,Brussel Airport Bombing
"Media Maestro: AP, News 12 Telemundo, Univision, VOA, NBC, Imaginus.  http Seeya, bientôt, adiosi, bisbald, ciao, ???",0,Brussel Airport Bombing
"Twin Cities restaurant owner.  Yes, We Did Build That!!!!!",1,Brussel Airport Bombing
Artistic Director of @treehouseshaker Awarded Theater & Dance Co. Writer/Actor/Storyteller/Director. I ?Politics. Views My Own http,1,Brussel Airport Bombing
"Cloud traveler, poet",1,Brussel Airport Bombing
Congressman Hal Turing. Conservative representing New Hampshire's Third District. Happily married to ELIZA. Christ-Follower. #tcot,0,Brussel Airport Bombing
"I would rather live my life as if there is a God,

and die to find out there isn't,

than live my life as if there isn't,

and die to find out there is.",1,Brussel Airport Bombing
"Highlights from AP's coverage of U.S. politics and government in words, photos and video. Managed by @jessejholland and the WDC-staff. http",0,Brussel Airport Bombing
"I'm a cool,calm, and collective dude. I'm also very family orientated. Follow me and I'll follow you back. Thanks!",1,Brussel Airport Bombing
"Programmer, Christian philosopher. Blogger syndicated at http Bible study blog at http",0,Brussel Airport Bombing
"Husband, son, & lawyer. Tennis, Hip Hop, cartoon, & Scifi lover. Enjoys a good debate, a good laugh, and good friends. Think outside the box and then Grind.",1,Brussel Airport Bombing
small town girl with 6 siblings. want to be strong for the youngest girl.,1,Brussel Airport Bombing
"WVU fan. Love college football & basketball, Tampa Bay Rays and The Lightning. Conservative. If you love your freedom, thank a Veteran.",1,Brussel Airport Bombing
Curious about everything air travel related.,1,Brussel Airport Bombing
Indiana (Green Bay Packers OWNER),0,Brussel Airport Bombing
"If you have found my twitter page, you are the resistance.  #nwo #gmo #truth #news #tesla #kundalini #yoga #health #bilderberg #awakesoldiers",1,Brussel Airport Bombing
I am the love child of Morgan Freeman and Patrick Stewart. I sound like Darth Vader playing with kittens. #Voiceover #Narration  @ACX_com #Audible #Progressive,1,Brussel Airport Bombing
"We have our own manufacturing facility where we make surfing gear, fins, SUP paddles,bags,leashes please Call or text 858-876-5709  Skype: sag.edgecore surf..",0,Brussel Airport Bombing
Boston's NPR News and Information Station - 90.9 FM. Mass. home of @WBURartery @CogWbur @CommonHealth @RadioBoston @OnPointRadio  @HereAndNow @OnlyAGameNPR,0,Brussel Airport Bombing
Open Source Intelligence for We The People. #IntelMM #OSINT #News #Media RTs & Follows DO NOT equal endorsements,0,Brussel Airport Bombing
To thine own self be true,1,Brussel Airport Bombing
#LA #Casting #Director navigating the turbulent #Abyss perpetually engulfing #Tinseltown ? native of #LosAngeles ? alma mater @USC,1,Brussel Airport Bombing
"Watching the world go round, and wondering what it's coming to...Living life and giving it all I've got. #thelateryears",1,Brussel Airport Bombing
"Political Pundit, Entrepreneur, Columnist, TV-host & host of the #ArmstrongWilliams Show on @SXMUrbanview Ch. 126, 6-8 pm EST. #ARightSide",0,Brussel Airport Bombing
"Christian, Wife, Blogger Caregiver Constitutionalist defender  Innocent creatures #kindness http",1,Brussel Airport Bombing
I'm a first-time Mommy Bear who misses the original Kentucky Fried Chicken recipes of the 80s.,1,Brussel Airport Bombing
you have to invest in the future| Hillary 2016,1,Brussel Airport Bombing
"Love over hate every time. Take care of you and yours and let others do the same. Love yourself, use your head.",1,Brussel Airport Bombing
"US Navy veteran. Enjoy football, baseball, (real) wrestling, camping, fishing and hanging out with the fam! Masters graduate of Bellevue University, Nebraska.",1,Brussel Airport Bombing
http,0,Brussel Airport Bombing
"Whatever the mind of man can conceive and believe, it can achieve.",1,Brussel Airport Bombing
I am a voice for all animals and our environment. Protect nature & earth. I tweet #EarthquakeNews.  ??? God Bless America ???,1,Brussel Airport Bombing
America has been hijacked by both extremes: selfish and self serving right and the selfish and self serving left . Where am I?  I tweet when I'm riled up.,1,Brussel Airport Bombing
Stay at home dad to two horses and 3 dogs.,1,Brussel Airport Bombing
|Film Maker| |photography| |cinematography| |Airial cinematography | Instgram: tony_sarandos,1,Brussel Airport Bombing
Eloquent potty mouth & a little smartassy ? Proud Texan ? Professor/Educator ? My RL is serious. My tweets rarely are. #2A #Military #Psychology,1,Brussel Airport Bombing
News Feeds.  Independent Who Leans In The Right Direction. USAF Vet (Medic) Go Steelers! Legal Immigrant. American.,1,Brussel Airport Bombing
"Hard-hitting #journalist, w/passion for #politics /media. #Syracuse Alum.  Admires: Strength/growth/maturity.  TheClipBoard@gmail.com",0,Brussel Airport Bombing
MAKE AMERICA GREAT AGAIN #VETS #Conservative #politically incorrect #Blue Lives Matter #Secure the borders #Israel #antiiIslam #????? ???? #Nobama #NRA,1,Brussel Airport Bombing
"Army 10 yr vet. Served in both Iraq and Afg. Love Democracy, but hate the corruption. love to travel. Pursuing MS Degree in Telecom.",1,Brussel Airport Bombing
"Music Entertainment Blogger, Follow and Stay updated with Entertainment gist | Bbm Pin: 7E217AC9",1,Brussel Airport Bombing
"Husband to @themillionheir; Father of 4; Apostolic Kingdom Conservative; #TGDN; #TCOT; Broker of Assets, Ideas & Dreams; APhiA06; Pure Flix Alliance Consultant",1,Brussel Airport Bombing
"News Director @ABCFOXMT leading news planning & coverage in Msla, Kalispell, Butte & BZN. Served the last decade on-air. Previously w/ @KTVB. @UMJSchool Grad.",0,Brussel Airport Bombing
"Counselor and Career Counselor, (908) 913-0581, http National Certified Counselor, Certified Professional Resume Writer, @Mets fan.",1,Brussel Airport Bombing
"Staff reporter at Forbes, covering investing and finance.",0,Brussel Airport Bombing
Conservative4Ever by blazing a trail through liberals to replace the stolen building blocks of our Constitutional Republic #VoteforCruz #OathKeepers Retired LEO,1,Brussel Airport Bombing
Follow for hourly updates on both 2012 US Presidential Candidates Mitt Romney and Barack Obama.,0,Brussel Airport Bombing
"Some Dude in Texas. Former online radio show host. I love to meet new people and just talk about music and sports. GO YANKS, STEELERS, BUCKEYES & SPURS!!!",0,Brussel Airport Bombing
"@seanhannity & @senscottbrown follow me, Trump 24/7, #Trump2016 #TRUMP #TRUMPTEAM #MAKEAMERICAGREATAGAIN",1,Brussel Airport Bombing
"All you need about #fashion and #lifestyle, real time here. Follow us",0,Brussel Airport Bombing
AccountingStudent xx Dancer xx Singer xx Writer xx Hyper Kidoo,1,Brussel Airport Bombing
"Born in the South, Vanderbilt Grad; Ex Prof/Dean; Politics, Poetry, Photos, SFGiants; Old Movies, Brit TV, Cotswolds;  Gardening & Investments; Poems on Amazon.",1,Brussel Airport Bombing
Carleton '19,1,Brussel Airport Bombing
Join The Recovery Room Podcast to education others on Islam by a Muslim convert. But it isnt all serious in here isnt laughter the best medicine?,0,Brussel Airport Bombing
"VP of Operations, website admin, video editor, husband of Janna, and father of 6yr old son Asa. Christian. Constitutional conservative. 2A. Homeschool.",1,Brussel Airport Bombing
"Fan of K-State, Dallas Cowboys, OKC Thunder, NY Yankees, Anahiem Ducks, and Wichita Force.",1,Brussel Airport Bombing
"The official twitter page of the Belgian Tourist Office for Brussels & Wallonia, is spreading the Belgian joie de vivre 140 characters at a time!",0,Brussel Airport Bombing
"President, Dallas County East Democrats (DACED)",0,Brussel Airport Bombing
Creativity Evangelist + Award-winning Craft Designer + DIY Content Creator + Speaker + Social Media Strategist @rainmakermediaw More at: http,0,Brussel Airport Bombing
McKinley Federated Republican Women. Affiliated with MoFRW and NFRW. Retweets ? endorsements. mckinleyfedrepwomen@yahoo.com,0,Brussel Airport Bombing
The boys are going on a 18 month break what will I do with my life.,1,Brussel Airport Bombing
| Duo @Bullkee | Player For @RivalGamingHQ | Dad @SmallzZ___ | Black Brethren @OnlyApexx | SKS??,1,Brussel Airport Bombing
"Hey Fuck u Luke' @Calum5SOS
NO TONGUE,WITH BUTT-@Michael5SOS
http",1,Brussel Airport Bombing
"Student at The university of Texas, Eco major also interested in business and technology. Footballer.",1,Brussel Airport Bombing
News and politics just for you,0,Brussel Airport Bombing
"Love me or leave me, choose one

||Alex, Fer, Andy, Airam||",1,Brussel Airport Bombing
Awakening White rabbits from their slumber. #AltRight Soldier. #WhiteGenocide. Trigger warning: Some crassitude & hilarity when dealing with #AntiWhites.,1,Brussel Airport Bombing
"Doctor, comedienne and talk show host with know-how about the cutting edge on everything related to staying young, healthy, and prosperous.. Ta Dah.",1,Brussel Airport Bombing
"Conservative, pro-military, Marine 1967-1977, pro-life, anti-terrorists, pro-Israel, anti-Iran regime, pro-Iranian people, anti-Islam.",1,Brussel Airport Bombing
Serial Entrepreneur. Radio Talk Show Host. International Speaker/Trainer. Author. Real Estate Agent & Business Coach. The Authority in Real Estate & Business!,0,Brussel Airport Bombing
"Thinker. Reader. Blog Editor. Writer. Fun-Lover. Motto: Do my best, so that I can't blame myself for anything.",1,Brussel Airport Bombing
Got married after college. I don't regret starting a family instead of grad school. Libertarian,1,Brussel Airport Bombing
"Former Olympic Swimmer, USMS All American; Sports, Corporate & Immigration Attorney; foreign policy expert, PROUD AMERICAN CAPITALIST! #makeAmericaGreatAgain",1,Brussel Airport Bombing
believer + wifey + beauty expert + youtube = ? snapchat: lynette_cenee           hello@lynettecenee.com,1,Brussel Airport Bombing
News from the changing landscape of journalism.,0,Brussel Airport Bombing
"Look at me, I am the captain now. | ASU'17",1,Brussel Airport Bombing
Landowner. Well armed. Student. History. Conservative Nationalist. As seen in Coulter's retweets. #ImReich. Communism should be burned from Earth.,1,Brussel Airport Bombing
Hiphop aficianado.Skateboardin since98. Cerveza. Sushi. Pupusas.Tacos. I take photos noddin off to funk music. IG @GrandmasterDrock. LookThruMyPhotos,1,Brussel Airport Bombing
Mutual cooperation and peace is the moral way to live. Voluntary cooperation forms society. #Antiwar #Liberty #voluntaryism #Rothbardian #MarketAnarchy,1,Brussel Airport Bombing
"DJ, producer, host of Global DJ Broadcast (@gdjb), owner of Coldharbour Recordings & one half of New World Punx.",0,Brussel Airport Bombing
"Westminster College, Class of 2016 - National Security Studies, Political Science, Transnational Studies// Red 5 standing by",1,Brussel Airport Bombing
"Staff Photographer: Press & Sun-Bulletin in Binghamton, NY. Temple U. alum Instagram: freshobbes",0,Brussel Airport Bombing
"Terreform & http Engaging in tireless propaganda for the good, the just, and the fair. #equitable #sustainable #beautiful #cities",1,Brussel Airport Bombing
STAR  CITIZEN BACKER / PIZZA ARTIST / DRUMMER /  /,1,Brussel Airport Bombing
"Royals and fashion, politics and faith. oh and Alabama football! #rolltideroll",1,Brussel Airport Bombing
http | http | http | Furfag | Steam: http | Not a Cheater | Cooldown King | Stormfag,1,Brussel Airport Bombing
Constitutional conservative!  Pro-LIFE!  Pro-ISRAEL!,1,Brussel Airport Bombing
"Child of God, wife, mom, cheerleader! Love sports, creating things & politics! #Panthers #Wolfpack #NinerNation",1,Brussel Airport Bombing
Diamond and Jewelry Industry News - Rapaport Price Sheet - Rapaport Diamond Report Magazine - RapNet Diamond Trading Network,0,Brussel Airport Bombing
"A Torah Jew/American & Zionist, Student of Chofetz Chaim, Supporter of Freedom & Liberty. Retweets NOT An Endorsement",1,Brussel Airport Bombing
the system isn't broken. it is fixed.,1,Brussel Airport Bombing
georgia state university //,1,Brussel Airport Bombing
"I say fixin' to, not going to. 

Ralph Hornsby is just my twitter name so don't waste your time googling me.",1,Brussel Airport Bombing
"Covering immigration, Secret Service, DHS, guns, drugs and the like for The Associated Press in Washington. Proud Arizona Wildcat. acaldwell@ap.org",0,Brussel Airport Bombing
"If a Republican comes into power, we can kiss this country goodbye. Visit our shop and stay prepared for IF that day comes.",1,Brussel Airport Bombing
"#ImWithHer #FightForHillary #Hillary2016 Pro-Obama. Pro-Hillary. Proud @UAlbany alum, Go Danes! IT Consultant. RTs?ENDORSEMENTS",1,Brussel Airport Bombing
CONSERVATIVE CHRISTIAN -?GOD-Family-Country-Golf #IStandWithIsrael ? #2a #ProLife?? #Trump2016 #TrumpTrain #AlwaysTrump,1,Brussel Airport Bombing
"Hotel/Travel Industry News, Blog & Image Firehose from RockCheetah. From the top news sources & Instagram photographers. To follow Robert Cole, use @RobertKCole",0,Brussel Airport Bombing
"Pro God, Pro Gun, Pro Life",1,Brussel Airport Bombing
mom life - IG:s.leette,1,Brussel Airport Bombing
"Novelist, Academy Award-nominated screenwriter and co-founder of PJ Media and PJTV, author of 'Blacklisting Myself'",1,Brussel Airport Bombing
"I would pray to hear truth, listen to wisdom and do what is right.",1,Brussel Airport Bombing
"Multilayer Journalist; Reporter, Writer, Producer, Atlanta Association of Black Journalists (VP) & Traveler.
#AABJ #NABJ
RT's Do Not=Endorsement",0,Brussel Airport Bombing
There are People in the World so HUNGRY that GOD can not appear to them except in the form of BREAD. (Mahatma Gandhi).,1,Brussel Airport Bombing
"rt of interest,excerpts my own nonfict&poet,grdma,mom,bi-pride,LPN, adoptdontshop,FibroFighter,Spinal Compression,Cannabis Advocate,St.Judes,ASPCA&HumRighrCom",1,Brussel Airport Bombing
@CAMERONOIAS mor,1,Brussel Airport Bombing
IG- josemanuelrd_,1,Brussel Airport Bombing
"I value Honesty, Hard Work, Integrity. I hold the military in the highest regard along with my unwavering Admiration & Respect for the United States.",1,Brussel Airport Bombing
U.S. & World Breaking News - Updates Every Minute,0,Brussel Airport Bombing
Just a Old Country Boy and Republican Political Activist  Owner Founder Keep it Red / VietNam Air Force Veteran Gun Owner & Collector. #Allin4Kasich @Johnkasich,1,Brussel Airport Bombing
"a regular guy, Joe six-pack so to speak",1,Brussel Airport Bombing
New York based DJ/Producer/Musician whose eclectic cross genre  results in a progressive  deep sound that is todays electronic and future music.,1,Brussel Airport Bombing
I'm An Aspiring Music producer Just Trying to make it in the world.. LA :Add Me on Snapchat: Joeydashark408,1,Brussel Airport Bombing
Virginia Highland-Druid Hills Patch is your source for local news.,0,Brussel Airport Bombing
"Jesus 1st,Christian husband, and father of 4. Kentucky fan in everything and Alabama fan in football. #BBN. I block all Hillary and Bernie lovers. #Trump2016",1,Brussel Airport Bombing
"http



ARAB REBELS AND IRANIAN DISSIDENTS available on Amazon",0,Brussel Airport Bombing
I'm Awwweeeesoooommmeeee!....  IG @Tonnie_afc,1,Brussel Airport Bombing
"Liberal from Minn now settled in Oregon. Father of three girls; two lost to parental alienation, which I write about on my blog. Deadhead #VoteBlueNoMatterWho",1,Brussel Airport Bombing
"Tech Writer, web designer, tools, inbound marketing, Liberal Democrat! Two beautiful kids, one autistic. RTs do not eq endorsement",1,Brussel Airport Bombing
"i love laughing, waffles, animals, and music",1,Brussel Airport Bombing
"Transgendered, Dodger fan, indie author and photog, and Linux lover. An unofficial photograbber of Boston's Franklin Park.",1,Brussel Airport Bombing
"Catholic conservative, writer, husband and father. Founding partner and CEO of conservative website http #TCOT",1,Brussel Airport Bombing
"With nearly three decades of experience, Movers USA is one of the most respected and recommended moving company from Maryland to Virginia. It is our pride and p",0,Brussel Airport Bombing
"Statewide politics reporter, Hearst Connecticut Media (Greenwich Time, The (Stamford) Advocate, CT Post & Danbury News-Times) Vandy grad. RTs don't=endorsements",0,Brussel Airport Bombing
"At The KG Global Solutions, LLC we provide an expansive range of custom business services and risk management designed to assist our clients efficiently.",0,Brussel Airport Bombing
LA based global traveler and God focused dude that is creating something epic. Stay tuned! My daily travel pic posts are all taken by me ??,1,Brussel Airport Bombing
A Southern Belle.My late Husband Master Chief 31yr USN .Pro Military ProLife #TrumpOnly All Cruzers &Trolls will be blocked ! Vote Republican ??@DaGunnySuzii,1,Brussel Airport Bombing
"Libertarian Who, Believes in Life, Liberty & Pursuit of Happiness, w\Responsibility for ones actions. mol?n labé - ????? ???? #TGDN",1,Brussel Airport Bombing
News from the #EU Delegation to the #UN in New York. Follow Ambassador Vale de Almeida @ValedeAlmeidaEU. Like us at http,0,Brussel Airport Bombing
"?????I love my God, my family, my friends and my country Forever a STEELER FAN - Sip a little tequila",1,Brussel Airport Bombing
Cybersecurity Advocate and Cross-Pollinator; Mom; Cook; World Traveller,1,Brussel Airport Bombing
Fellow @EFF on counterterrorism and human rights in the Arab world. Law and internet; coffee and shakshouka. Tweets my own.,1,Brussel Airport Bombing
Dedicated to giving voice to the Muslim American community in Washington and national Muslim news. Committed to countering #islamophobia,1,Brussel Airport Bombing
IG: _eastcali,1,Brussel Airport Bombing
"Home of KSL 5 News and Studio 5, and the local affiliate for NBC programming. Broadcasting from Salt Lake City, Utah. Got news? Email: social@ksl.com",0,Brussel Airport Bombing
#Veterans @NewYorkGOP #Trump2016 #MakeAmericaGreatAgain #NY #Veterans4Trump #TeamTrump  #Tactical #TrumpTrain #TrumpArmy #TeamTrumpNY #TrumpCyberTeam,0,Brussel Airport Bombing
WYKO News Aggregator Service. Bringing you #BreakingNews from around the US/World. #WYKO_NEWS,0,Brussel Airport Bombing
"Las Vegas headliner banished to New England, using my big mouth to work in PR. 
You look nice today.
I like ham.",1,Brussel Airport Bombing
"Musical aficionado, pinup model, cosplayer. Star Wars EU geek. Feminist, Killjoy, and vintage connoisseur.",1,Brussel Airport Bombing
49 year old female,1,Brussel Airport Bombing
"wife, mother, Gigi, mermaid and lover of life...let's go.",1,Brussel Airport Bombing
Love the West & Israel. Oppose amnesty. Islam is NOT relig. of peace. 2A #TCOT Yidneck,1,Brussel Airport Bombing
Apathy enthusiast,1,Brussel Airport Bombing
"5 seconds of summer, the vamps, one direction, all time low, greenday, blink-182, fall out boy, nirvana and a lot more! ?",1,Brussel Airport Bombing
Professor (IR / Homeland Security / Terrorism) and Author of Rampage Nation: Securing America from Mass Shootings (available from Random House in 2016),1,Brussel Airport Bombing
I know simply that the sky will last longer than I.  Albert Camus. I wonder about everything and anything.,1,Brussel Airport Bombing
"God is great, Chelsea is good, people are crazy. http",1,Brussel Airport Bombing
child advocate,1,Brussel Airport Bombing
"To be determined... Geek, Photographer, Marketer, UCSB Film & Media grad, likes puns, current events, tech, startups, works in green tech & drinks tea. ZEV FTW!",1,Brussel Airport Bombing
"it's me, db | RTs, if there was any doubt, do not necessarily equal endorsements. Also, there will be swears.",1,Brussel Airport Bombing
"Proud American & Arizonan w/ Hungarian ethnicity & passion for Macedonia & Estonia.  Global traveler, PR man, history buff & fine wine & craft beer enthusiast",1,Brussel Airport Bombing
MAKE AMERICA GREAT AGAIN #VETS #Conservative #politically incorrect #Blue Lives Matter #Secure the borders #Israel #antiiIslam #????? ???? #Nobama #NRA,1,Brussel Airport Bombing
#IStandWithIsrael,1,Brussel Airport Bombing
"Proud Liberal, #GunSense, USAF Vet., Retired 911 Opr, #LGBT #UniteBlue #Equality #VoteBlue2016 #NoWayNRA I Tweet way left #LegalizeIt #HillYes",1,Brussel Airport Bombing
Some design. Some music. A lot of nonsense. Sporadic host of @sobadcast.,1,Brussel Airport Bombing
Hurricane Lisarecovering catholichumanistIBD warrior/advocate/bloggerwanderlust booknerdNYY716transplantBasically Canadian,1,Brussel Airport Bombing
Young hispanic unapologetic race. #Trump support because he represents the American sense of life. Eurorealist. RT's world news and my interest. #BREXIT!,1,Brussel Airport Bombing
"I'm a cool,calm, and collective dude. I'm also very family orientated. Follow me and I'll follow you back. Thanks!",1,Brussel Airport Bombing
"Catholic, wife, writer/blogger, love great danes, extremely conservative, supporter of our Constitution. Free time? Sandblasting and jewelry design/create.",1,Brussel Airport Bombing
Every pizza is a personal pizza if you try hard and believe in yourself.,1,Brussel Airport Bombing
"Daughter/Sister/Wife/Mother
Christian/Conservative. 2nd Amendment rights!
Livin' in sunny FL, creating gemstone jewelry for you! http",1,Brussel Airport Bombing
"Developer/Author of The Simple & Easy Meal Planner concept. Making your life easier. Foodie, sharing free recipes & helpful tips. Love nature and the outdoors.",1,Brussel Airport Bombing
Independent voter against Hillary & political correctness,1,Brussel Airport Bombing
Here to support Donald J Trump Sr. for the next POTUS. #MakeAmericaGreatAgain #AllLivesMatter,1,Brussel Airport Bombing
Semi-Retired TV News Tech / After-School Teacher,0,Brussel Airport Bombing
"Always in Pursuit of Happiness.                            I will not go gentle into that good night.          
ISU Forever Loyal True.",1,Brussel Airport Bombing
"Published Daily. Delivered Daily. Up-to-the-minute local news from Rochester Hills to Highland, Holly to Ferndale; business, sports, and entertainment.",0,Brussel Airport Bombing
black beauty. self employed,1,Brussel Airport Bombing
Actor @kuuleishafee (facebook & Instagram) Assistant Producer for Feature Documentary @HIBmovie. Idol: Lucille Ball,1,Brussel Airport Bombing
Left-wing blogger/twitterer (Left I on the News). Also blogging at Liberation News.,0,Brussel Airport Bombing
"Garden writer, gram, 2 goldens, 1 Havanese, ret teacher, Progressive Dem, Pro-civil/human/animal rights, Anti-corps/GMO/fossil fuels/guns/$inPolitics.",1,Brussel Airport Bombing
"Laughing for 10 minutes is good for your abs & muscles, follow me for an intense workout. ???-UCF. Manager @ Saddle Up. Inhale blessings, exhale gratitude.",1,Brussel Airport Bombing
you can't stop someone who knows where they're going. #rocworld #rippops political gab. illinois state 18',1,Brussel Airport Bombing
A lone Republican voice cast in the Land of Hollywood WRITEVOTERECALL,1,Brussel Airport Bombing
Created by Jorge Benitez. Providing daily news of the world's most powerful alliance @ACScowcroft. Not affiliated with the North Atlantic Treaty Organization.,0,Brussel Airport Bombing
"Curating the best media feeds in Providence. 
Part of the 400-city The Breaking News Network, the largest community news network supporting the social good",0,Brussel Airport Bombing
Tweets new arts and photography book releases on the day of their publication.,0,Brussel Airport Bombing
Online Marketer. Health Enthusiast,1,Brussel Airport Bombing
"I'm not insane, just mentally eccentric. I am gamer, radio employee, cupcake maker, geek, movie buff, mutant, and an Apostate. I collect rubber duckies.",1,Brussel Airport Bombing
"husband. father. brother. son. Opinions are mine, retweets aren't endorsements, and if you study the pictures I tweet, you'll get to know me.",1,Brussel Airport Bombing
