description,is_gen_pub,source
Charismatic Harvard doctor. Addiction expert. Doctor to the homeless. Passions: healthy spices,1,Bostong Marathon Bombing
Director of Strategic Communications & Media- PM Office,0,Bostong Marathon Bombing
Content Associate at Red Shoes PR  Brooklynite. TambiÌ©n en espaÌ±ol. Priors: @Facebook @WSJ @NYTimes @WashingtonPost. liz.heron@huffingtonpost.com,0,Bostong Marathon Bombing
Soccer | Cali.-Az | IG: carolinaavaldez,1,Mesa Shooting
#1 ross lynch stan fuck with me                                                                       BLACK LIVES MATTER,1,Mesa Shooting
Fantasy Baseball Champion Tweet primarily about baseball and the Iowa Hawkeyes The mass of men lead lives of quiet desperation Thoreau,1,Random Samples
Rented it out,1,Random Samples
"Mindfulness, trees and libraries, books, food, wine, theater, movies & politics. Proud ä¥ä¥ä¥ä¥ä¥. Resist hate.",1,Quebec Mosque Shooting
Please no lists! #TheResistance #TrumpLeaks,1,Quebec Mosque Shooting
Creator/Owner of the #LibCrib.,1,Bostong Marathon Bombing
TV Producer,0,Bostong Marathon Bombing
"Resist TrumpflePigs JailBrideByChristmas
TrumpIsTheNoiseAnAsianDudeMakesAfterScottishFood 
TreasonousTangerineTwatwafflesAndTheRussianOligarchsThatLoveThem",1,Random Samples
#Politics #Election2016 #tcot,0,Brussel Airport Bombing
My Volunteer Dispatchers Track Crime/Fire/Drama in Boston & BreakingNews worldwide | Multi User Account [Dispatcher ON: auto],0,Bostong Marathon Bombing
#Dolphins | #Heat | #Canes | #Marlins | #HorseRacing | @Miami_MLS,0,Brussel Airport Bombing
"Do not judge me before you know me, but just to inform you, you wont like me.",1,Quebec Mosque Shooting
Figuring out life & myself at @elliottschoolgw. Focusing on South Asia & ME. Currently at @amnesty. Formerly @lokvirsaisb @OpenSociety & @HRW.,1,Bostong Marathon Bombing
mm sweet like candy cane,1,Random Samples
"Social Justice Nazi Puncher. Keep hammering on yourself, the imperfections disappear. It\'ll take a lot more than rage and muscle, but it\'s a good start.",1,Quebec Mosque Shooting
Simply call us and well come to you anywhere 24 hours a day 7 days a week to conduct your drug testing,0,Random Samples
Patriot Deplorable  2ndAmendment ÔÔÔ_Ô©Ô Ô_ÔÔêÔ«  NOamnesty deport ILLEGALaliens  Somos una Naci_n CON fronteras  DTS  MAGA PresidentTrump ,1,Random Samples
Huge Adam Lambert fan!,1,Quebec Mosque Shooting
"Garden writer, gram, 2 goldens, 1 Havanese, ret teacher, Progressive Dem, Pro-civil/human/animal rights, Anti-corps/GMO/fossil fuels/guns/$inPolitics.",1,Brussel Airport Bombing
"We do not inherit the Earth from our Ancestors, we borrow it from our Children. Ancient Indian Proverb #UniteBlue",1,Brussel Airport Bombing
No lists,1,Random Samples
"Child of God, wife, mom, cheerleader! Love sports, creating things & politics! #Panthers #Wolfpack #NinerNation",1,Brussel Airport Bombing
"_§_·_¸_è¿âï¸è ""If not me, who? If not now, when?""",1,Quebec Mosque Shooting
"Vape shop & Coolest hookah bar in the East Valley. Open from 11am-2am. WC carries over 100 flavors: Fantasia, Fumari, Tangiers, Starbuzz and Al Fakher",1,Mesa Shooting
Daughter,1,Bostong Marathon Bombing
#Medicare4All #SinglePayerNow #AbolishPolice #AbolishPrisons #BlackLivesMatter #FreePalestine #AbolishWhiteSupremacistOligarchy,0,Quebec Mosque Shooting
"Where apathy reigns, tyranny rules. There is no greater danger to liberty than a progressive in government. Supporter of 3s govt: Small, Smart & Simple",1,Brussel Airport Bombing
Books are better than people  Introvert by nature  Asshole by choice  Unintentionally nasty ,1,Random Samples
Slow to follow so note me if you will  o()xxxx[{:::::::::::::::::::::::::::::::::::::::::,1,Bostong Marathon Bombing
amoral moralist. i'm an actress and a singer. i make no sense even if examined closely.,1,Mesa Shooting
FSU keeppounding dawgpound buzzcity,1,Random Samples
Michigan Lakers Saints,1,Random Samples
"Forensic Psychologist, Criminologist, _ôî_Published Historical, Psychological Drama Author _ôñ_Political Junkie _ô_and proud mama of rescue dogs _ô_",1,Quebec Mosque Shooting
Feelings are like waves~~~ we canÛªt stop them from coming,1,Bostong Marathon Bombing
Pro Slutsexual for hire email DArclytexxxgmailcom for booking interest BG Trans Bi group gangbang fetish gay customs and other fuckery,0,Random Samples
Tolerance & apathy r the last virtues of a dying society- #AltRight & Deport All! Group of #Trump Supporters in Vegas Tweet from this account. War is coming.,1,Brussel Airport Bombing
"I share my time with technology, music, tabletop games, coffee, lists, and the subway. Intersectional feminist and social justice witch.",1,Quebec Mosque Shooting
"never use your churchs WiFi to download pornELECTRICALELECTRONIC ENGINEER

Manchester united",1,Random Samples
"Hey! I'm the Arizona Republic legislative/budget reporter. Catch me at alia.rau@arizonarepublic.com
(Retweets, favorites, links are not endorsements)",1,Mesa Shooting
DOWNLOAD or SEND EMAIL FOR MP3 Gyrlz NEW REMIX via @thecoredjs - by @TheRealCutty f.@BigBoi & @ImGuyana http://t.co/FNoahdMW prod by: @rickwallkk @JeronWard,0,Bostong Marathon Bombing
East Valley/Scottsdale development reporter at The Arizona Republic. Email: parker.leavitt@arizonarepublic.com.,1,Mesa Shooting
Trying to elevate small talk to medium talk.,1,Mesa Shooting
I climbed Mt. Fuji in Japan,1,Quebec Mosque Shooting
Pro-life Catholic,1,Bostong Marathon Bombing
All mens souls are immortal but the souls of the righteous are immortal and divine,1,Random Samples
Xbox Gamer with a somewhat unhealthy obsession over Atlanta professional sports and pro wrasslin'. #RatedR,1,Bostong Marathon Bombing
Raver - Student - Nerd.  Living the PLUR life :) #EDCAZFAM,1,Mesa Shooting
I love everything about Disney A proud Apple Geek. I also rant so beware. Go Irish Go Packers Go Habs Go Jays! I am ND!!,1,Bostong Marathon Bombing
"Follow me if you want, but don\'t expect me to follow back. I like video games, Monster High, and My Little Pony: Friendship is Magic. https://t.co/xXEZ9Eyyhk",1,Quebec Mosque Shooting
Who Knows?,1,Quebec Mosque Shooting
Husband,1,Bostong Marathon Bombing
21 | OH | UT,1,Brussel Airport Bombing
Labor and progressive movement politics. At @aftunion but tweets are mine alone. Pup is @averycorgi,1,Quebec Mosque Shooting
Thought Coach Behavioral Health Specialist Certified Clinical Hypnotherapist Advocate for Justice Love Respect Kindness ,1,Random Samples
#Veterans @NewYorkGOP #Trump2016 #MakeAmericaGreatAgain #NY #Veterans4Trump #TeamTrump  #Tactical #TrumpTrain #TrumpArmy #TeamTrumpNY #TrumpCyberTeam,0,Brussel Airport Bombing
Film Nerd/Filmmaker/Photographer,1,Quebec Mosque Shooting
Christian for Americamarriedmothergrandmothercross training Conservative Patriot Military  Vets Law s Fires MAGA,1,Random Samples
im def not ok,1,Random Samples
"Reaganite, Dittohead, NRA, ? Israel, Christian, infidel, ????? ????; Fantasy author: The Queen of England searches for HRK (His Royal Kitty) to save her throne.",1,Brussel Airport Bombing
Weather Operations,1,Random Samples
"Hawaiian-raised, Boston-grown; veteran, filmmaker, writer, gamer, hangs with celebrities,  @geekinomicon part owner & @ThePEACEFund Advisory Board Member",1,Brussel Airport Bombing
I like pre mixed coke and burger. I\'m obsessed with op shopping. I take a lot of photos. I\'m short. Very short. I love my life.,1,Quebec Mosque Shooting
director / producer,1,Bostong Marathon Bombing
Multi Media Journalist for Gephardt Daily; Advocate in Education and Awareness of Domestic Violence,0,Brussel Airport Bombing
IG: tonyyrobles,1,Mesa Shooting
@AZStudents Comm Director | AZ Legislative Intern | ASU Business Student Extraordaire | Pre-Law | Higher Ed Advocate | Medallion Scholar | Tweets are my own,1,Mesa Shooting
CYA,1,Quebec Mosque Shooting
World news from The New York Times. Follow our editors and correspondents here: http://t.co/dZjTQkxoyM,0,Quebec Mosque Shooting
I wanna do good life just won't let me!,1,Mesa Shooting
Everything  Related Also GeeksTechTweets,1,Random Samples
"Parity through Parody. Karma, Thy name is Satire. Friends don\'t let friends #demsplain",1,Quebec Mosque Shooting
Game Creation Tools Made Easy  App Game Kit  FPS Creator  Dark Basic  more,0,Random Samples
"I am a Certified  Master Life Coach, My Life Coaching Empowers Women, One Woman at a Time,",1,Mesa Shooting
#BurnsForNorris,0,Quebec Mosque Shooting
Consumer Credit Counseling in Jefferson City Missouri 65101 call 800 2544100  httpstcor9ZnrJJJo4 httpstcoJuQ2eJWr6U httpstco09XsNYLcFP,0,Random Samples
God first,1,Random Samples
Trending religion news as collected by Trendolizer,0,Random Samples
Curious about everything air travel related.,1,Brussel Airport Bombing
We are INDIVISIBLE and will OBSTRUCT the GOP at every turn.,1,Quebec Mosque Shooting
"Tired of Obama and the media sycophants.

#MediaBias #MediaFail #ObamaFail",1,Brussel Airport Bombing
Barber. Running addict fueled by coffee and peanut butter with a little bit of this and that on the side. @altrarunning ambassador  with KTVT CBS  Published Author  Actor and blogger: These Tweets do no reflect my employer's views- only my own!,0,Bostong Marathon Bombing
A leading travel insurance provider offering quality travel protection since 1994.,0,Brussel Airport Bombing
"Retired Union Carpenter,  Democrat,  Feminist, Animal Lover/Trainer,  Rottweilers, Livestock, PEACE! Live and let live/Mind your own business #RESISTANCE",1,Quebec Mosque Shooting
Passionate Environmentalist. Wild Feminist.,1,Quebec Mosque Shooting
"The Flower Blossoms, a social media marketing company. Watch your business bloom. Follow me; I will follow you back!",0,Brussel Airport Bombing
SURESTRONGSUPERIOR,0,Random Samples
I believe in a long  #mentalhealth  #eyehealth,1,Bostong Marathon Bombing
HHS,1,Mesa Shooting
It took two summer league games for me to jump on the Lakers bandwagon,1,Random Samples
Tech Police Sales Manager,1,Mesa Shooting
"Tweets about space, nature, current events, & TV shows.  Walkability, unmarried equality, and vegan enthusiast.  Reader of (mostly) nonfiction books.",1,Quebec Mosque Shooting
#Twitter lover Part time #Ebay seller learning n loving life. LOVE TO JUICE AND COOK HEALTHY foods. Believe in the plant based diet system. Follow @engine2diet,1,Bostong Marathon Bombing
"I am a creative writer for my Multimedia Film Franchise\'s in Marietta, Georgia. I am also CEO of my film Entertainment company called The Young Brothers",0,Quebec Mosque Shooting
"Clinical Data Management and clinical research professional. Loves: graphic design, all kinds of music, gadgets, modern architecture (FL Wright, Eichler, etc.)",1,Quebec Mosque Shooting
pathetically aesthetic parody,1,Random Samples
"be kind, eat well, laugh often.",1,Mesa Shooting
color my life with the chaos of trouble,1,Random Samples
"It has been said, We get the government we deserve!",1,Quebec Mosque Shooting
PARTYYYYYYY,1,Quebec Mosque Shooting
|CA |,1,Brussel Airport Bombing
"I love my new city #Houston, Go Texans !! Go Astros!! Go Dynamo !!",1,Brussel Airport Bombing
Can you feel it?,1,Quebec Mosque Shooting
Computer Analyst  IT Management I hack things Im more powerful than youll ever know Professional Pervert Im kidding lol,1,Random Samples
HR Exec. AYLA LAX Mom. Blackhawks Fan. Fighting Illini. Married with Children and One Angel! Links and retweets not endorsements. Opinions my own.,1,Brussel Airport Bombing
"Just a Country Girl at He?rt.  One who loves #God #Family #Country #Music. #USA
  Life is an occasion , rise to it!

??Life is Precious -Always be Grateful ??",1,Brussel Airport Bombing
"Gemini,left-handed, luv books, happily married, 2 grown kids, empty-nester.Will NOT RT overly negative or 4-ltr words.#NotMyPresident #StillWithHer #indivisible",1,Quebec Mosque Shooting
living for love csulb,1,Random Samples
I'm a randoMESS! #LOVE being a #wife & a new #mommy,1,Bostong Marathon Bombing
"I live in @cityofberkeley, work at @airbnb, and run #marathons. Politely persistent, perpetually positive. Go Bears and Jumbos",1,Brussel Airport Bombing
"Go #Vegan & #Organic!I did it March 1,2015 & U CAN,too! #NoDAPL! #NoDAP https://t.co/tPV9ofr80V https://t.co/AdaYHV9EHM #TerminatorMatrixAlert",1,Quebec Mosque Shooting
"Market Intelligence, Strategy, BusDev, MarketingInformatics, EdTech, HealthTech, Digital Workplace, Innovation & Sustainability.",1,Brussel Airport Bombing
"For once you have tasted flight you will walk the earth with your eyes turned skywards, for there you have been and there you will long to return. -  Da Vinci",1,Mesa Shooting
"Afro Latino B-boy, Feminist, Hip Hop Diplomat and Freethinker. First of a Living Breed. IG: BrotherOmi _ô©_ôÇ",1,Quebec Mosque Shooting
I give good hair and I fix 7$ haircuts,1,Bostong Marathon Bombing
"Husband, Dad, Facilitator, Cooking/Grilling/BBQing, Music loving, Heavy Metal Maniac. Go Heels. Go Steelers. Go Panthers. Team Chevy. #3 NHRA. Scream for me NC",1,Quebec Mosque Shooting
graphic designer and illustrator. comic book and movie nerd extraordinaire.,1,Quebec Mosque Shooting
word to your mother,1,Mesa Shooting
H3ir2i. _ô___ô___ôñó_ôÍË_ô_¬A&Räó¢Artistäó¢Produceräó¢SongWriteräó¢Marketeräó¢Gamer https://t.co/odqpwxGLiC IG: j_culli | OfficialJCulli@gmail.com Or 517-348-8461,1,Quebec Mosque Shooting
Educator,1,Bostong Marathon Bombing
Professional kibitzer. Allergic to kerning errors. Oxford comma or die. Catcher In The Rye for wayward product designers.,1,Bostong Marathon Bombing
Shane Coleman Paul Williams  AlanQuinlan1 team up on Newstalkfm weekdays 7am  9am Got a story or comment breakfastnewstalkcom BKNT,0,Random Samples
American British actually rather nice when you meet me,1,Random Samples
St Mals player Cliftonville  Hertha Berlin supporter Man of the world Mooncat Ringleader of HerthaIreland,1,Random Samples
ENTJ. Proud Hufflepuff. 22. _ôïå,1,Quebec Mosque Shooting
Jmarproductions5gmail for beats With every struggle there is a triumph,1,Random Samples
Retweets are for me.,1,Quebec Mosque Shooting
ZIP REALTY.  Wanda Garcia. Contact me: garciawanda@juno.com,0,Quebec Mosque Shooting
"US Campaigns Director @standearth, proud Buffalonian. Currently being sued by Trump\'s law firm. Not mourning, organizing.",1,Quebec Mosque Shooting
"CANAL + EN HOLLYWOOD, TENTACIONES, http://t.co/ReT5QojMRu",0,Brussel Airport Bombing
Anyone whos not Jackson Wang can choke Especially JYPE   æ±ENSR Jacksons Youtube httptinyurlcomy87mrhs2zW,1,Random Samples
"i stan a legend
                                                                            
                woahsjacobs wassup ",1,Random Samples
Hillsdale College Presidents Club. Hospice of the Valley. Precinct Committeman.. Hockey defenseman. INSTAGRAM-leslie1877,1,Mesa Shooting
Frequencies Waves  and Energy ,1,Random Samples
snarky commentary//unnecessary updates//mediocre philosophy//effortlessly good hair,1,Quebec Mosque Shooting
Mom and avid learner,1,Mesa Shooting
i am your partner in crime,1,Brussel Airport Bombing
Chicago sports news and updates ... with a little comedy to boot. #Bears #Bulls #Blackhawks #Cubs,0,Bostong Marathon Bombing
Brian P. Johnson. #SCStrong #PrayForParis @USCAiken #ClassOf2014 #USCA14. @UofSC Fan #RIPHadiya #RIPTrayvon #RIPAnthonyLiddell #RIPCape #RIPAlexisMurphy,1,Brussel Airport Bombing
A Southern Belle.My late Husband Master Chief 31yr USN .Pro Military ProLife #TrumpOnly All Cruzers &Trolls will be blocked ! Vote Republican ??@DaGunnySuzii,1,Brussel Airport Bombing
The Book Lovin' Life ain't always easy...,1,Bostong Marathon Bombing
"NorCal. Singer-songwriter, fan of music, video games, reading, movies, comedy. Libertarian leaning. Very Pro-Freedom of Speech/Expression/Thought.",1,Brussel Airport Bombing
@Criteo employee,0,Bostong Marathon Bombing
"I am always annoyed _ôÖÍ. Tea enthusiast, movie fanatic, foodie & #socialmedia addict. Web & Digital Marketing Manager. I eat a lot äìë¥. #NeverTrump #SocialJustice",1,Quebec Mosque Shooting
Mets Giants Knicks Rangers Jill Harrison. Not necessarily in that order.,1,Bostong Marathon Bombing
"Southern Gentleman In The Desert

#GodFirst #Sagittarius??
@AlabamaFTBL #RollTide 
@Steelers #SteelerNation ?
@HoustonRockets #RedNation 
@Braves #BravesCountry",1,Mesa Shooting
"love my husband, kids and dog. love to read, sew and be creative.",1,Brussel Airport Bombing
too good for grape swishers,1,Random Samples
Student at University of Cambridge,1,Quebec Mosque Shooting
 HarryStyles HarryStyles ,0,Random Samples
Cough Cough   Continue the Mission ,1,Random Samples
We are not fans We are Rushers We are not obsessed We are dedicated We are not friends We are family ILoveMyRusherFamily,1,Random Samples
£ÀPr0G,1,Bostong Marathon Bombing
my Bathtub is my office. #amwriting author. puppy enthusiast. travel hacker. hi.,1,Brussel Airport Bombing
"Mom, Siamese Mom, lovin\' the Water Wonderland.",1,Quebec Mosque Shooting
#farewellObamas You will be missed. Let the fight BEGIN #THEMAJORITY,1,Quebec Mosque Shooting
I was uncool before uncool was cool.,1,Bostong Marathon Bombing
No RSS ÛÒ just real updates from real people at WBZ and CBS Boston.,0,Bostong Marathon Bombing
"2014 alum @Cronkite_ASU, Correspondence Specialist for @asupresoffice. Coffee.",1,Mesa Shooting
International architecture student at Texas A&M University '18 snapchat: diegosb16 insta:yourfavbean_diego,1,Brussel Airport Bombing
Vegan Gin-Soaked Secular Humanist. An Ex Pat Curmudgeon With A Penchant 4 Tourette\'s Text Who Is Quite Happy 2 Be An Equal Opportunity Loather,1,Quebec Mosque Shooting
People are fed up with Trump - get his ass out of there #TheResistance #StrongerTogether #ScrewTrump,1,Quebec Mosque Shooting
Satisfying videos of tiny food all credit to TasteMade old account got suspended ,1,Random Samples
 027 im fascinated by the bright light of your beauty,1,Random Samples
I AM IN LOVE WITH MY SOUL,1,Quebec Mosque Shooting
"Live in Scottsdale, AZ and work as a Registered Nurse. I Love sports and working out. Go #CARDINALS, #DBACKS, #SUNS, #COYOTES, #RATTLERS, #ASU Sports",1,Mesa Shooting
just a nurse,1,Quebec Mosque Shooting
Racist I will verbally drag you. You don\'t want this headache! Asking yourself WTF! how the hell! did I get here? #Fuck @realDonaldTrump #TheResistance,1,Quebec Mosque Shooting
Harrisburg's News Traffic and Weather,0,Brussel Airport Bombing
"Former law sch career counselor, biglaw mgmt prof and atty; fitness enthusiast; lover of movies, music, singing; avid reader; mom to 2 girls; tweets my own",1,Brussel Airport Bombing
Pittsburgh's @NPR News Station.,0,Bostong Marathon Bombing
"Consv Opinionated Male: Pro Military, Israel,. Hate Liberalism, BLM, Big Gov, Dumbasses, (no follow backs if ideals not similar) (English only) (Rated R lang).",1,Brussel Airport Bombing
NOT PC. Conservative. Pro Life Christian. Wife to USN VietNam Vet @ronfair43  #MAKEAMERICAGREATAGAIN #ISRAEL #VETS #NRA #TRUMP 2016 #SECUREOURBORDERS,1,Brussel Airport Bombing
21|London|Portsmouth|Journalist|  triathloning  living the dream.,0,Bostong Marathon Bombing
"Husband, traveler & proud Canadian. News Producer @CBSSacramento via @WKBW & @fox43. Je suis bilingue et un fan des #Habs et #Jays. Tweets are my own.",0,Quebec Mosque Shooting
Big Brother,1,Bostong Marathon Bombing
"Goldwater-Reagan Conservative. 

I have sworn upon the alter of God eternal hostility against every form of tyranny over the mind of man 

-Thomas Jefferson",1,Mesa Shooting
Cal Alum. #GoBears Former athlete. Current tech guy. Sports. Fiscal conservative politics. Husband. Father. Yeah. Unfollow me.#SFGiants #49ers,1,Mesa Shooting
XXII | Aloha / Häfa Adai | ASU | Hoku | ????? I Peter I:22 Love one another,1,Mesa Shooting
"Love my wonderful wife Lisa, FZS Bulldogs, Blues, Cardinals, MU Tigers, UTEP Miners...and our cats Billy & Colin.",1,Quebec Mosque Shooting
"CAPITALIST EVANGELIST, Libertarian Vice Presidential nominee, conservative media dynamo, bestselling author, intl.  business speaker, Fox News guest, RAINMAKER.",0,Brussel Airport Bombing
Communications exec,1,Bostong Marathon Bombing
I'm THE APRIL SHOW! Catch me Weekdays 2-7 on 105.7 Vernon's  Sun FM,0,Bostong Marathon Bombing
"RW has declared war on working ppl! Socialist, eclectic. #movies, #hockey  Capitalism & democracy are incompatible. #TheResistance",1,Quebec Mosque Shooting
"Proudly blue in a red state! Wife/mom. Always fighting for the least of us and determined to leave a better place for my 4 Js (Justin, Jared, Johnna and Jenna)",1,Quebec Mosque Shooting
"Ex-Navy 1968 USS Saratoga CVA-60 /1970 USS Wasp CVS-18, Grilling and smoking ,good movie, Trump for President! Please don't follow if not a Trump supporter!!!",1,Brussel Airport Bombing
Buy Lemonade and Joanne on iTunes GetWellSoonGaga,0,Random Samples
A good leader inspires people to have confidence in the leader,1,Bostong Marathon Bombing
Wilfrid Laurier University's official student newspaper since 1926. Follow @cordarts & @cordsports for more Laurier related info. Inquiries: editor@thecord.ca,0,Bostong Marathon Bombing
I make gloves for dogs.,1,Bostong Marathon Bombing
ChurchMan Capitalist Music Enthusiast World Leader IGBemituale,1,Random Samples
"the 
franchise
16.",1,Brussel Airport Bombing
Italian in a former life. #ImWithHer,1,Quebec Mosque Shooting
Time Warner Cable News jack-of-all-trades,0,Bostong Marathon Bombing
"A nice, patient, understanding regular guy now inspired to fight everything fascist neo-nazi trump and his cronies try to pull!  V is for Victory. #V",1,Quebec Mosque Shooting
"Arab-American, Farmer, conservative Love the United States of America. Lover of all things Dachshund. RTs not endorsements; opinions solely my own",1,Brussel Airport Bombing
MrBurstAnySpeakerã¢ Û¢Û¢ THIRSTY WORLDWIDE  intense chocoholic daydreamer  reluctant runner  birdwatcher  so-so lover.,1,Bostong Marathon Bombing
"Artist, activist, political junkie, orchid wrangler, fan of excessive bass. Big fan of sharks, you should be too! Conquering the world 140 characters at a time.",1,Quebec Mosque Shooting
Fí_tbol | Minimalist | Fashion Enthusiast | Design Aficionado | Film Addict | Comic Book Fan,1,Quebec Mosque Shooting
you have to call me nighthawk,1,Random Samples
News  super-great laugher. Opinions are mine.,1,Bostong Marathon Bombing
New England and Boston News,0,Bostong Marathon Bombing
"Love animals, road trips, books, hiking, words. Life with some humor thrown in. Student of kabbalah. ????? ???? And do have the best day!",1,Brussel Airport Bombing
Proud father & husband. Retired Police Officer. I bleed black & orange. Blue Angels enthusiast. Aviation & Military History fan. Go NAVY! #PoliceLivesMatter,1,Mesa Shooting
Naturally and artificially flavoured,1,Quebec Mosque Shooting
Faith  FitnessProgress125 pounds downYouTubeMelody Mae  Snapchatmisswells27 Instagram themelodymae  New Video,0,Random Samples
"Thirty-something, tattooed, French-Canadian-American lover of all things beautiful, trying to survive in this f-ed world, one smile at a time _º__",1,Quebec Mosque Shooting
News Talk 980 CKNW. Vancouver's News. Vancouver's Talk. Breaking news & talk radio station.,0,Bostong Marathon Bombing
"I\'m a fun,witty person. With a strong attitude. I love people. I love to work,shop and go clubbing. I love to travel and did I say shop?",1,Quebec Mosque Shooting
Official Street Team for Stephan Krenn from the band Submission PH/Model/Upcoming Architect. @stephankrenn @SubmissionPH #TropicalPenguinStreetTeam,0,Brussel Airport Bombing
Ruralite UNC ears with feet indignant desert bird Cant jump resist Call the roller of big cigars,1,Random Samples
"Husband, father of a 7-year old boy. Pop culture and Phoenix sports fan. Brophy Prep & Univ. of AZ Journalism alum. Editor of Fansided's  http://t.co/Xemlbvlntm",1,Mesa Shooting
Southern Maine's first choice for temporary staffing. New jobs every day.,0,Brussel Airport Bombing
News about Politics/Activism. #Activist #Peacenik #OWS #Climate #Eco #NoGMO #NoNukes #NoFracking,0,Brussel Airport Bombing
"Girl geek, gamer, and loving all things tech,small time variety twitch streamer",1,Quebec Mosque Shooting
Anonymous veteran,1,Bostong Marathon Bombing
Loves GOD and Country. Supports Our VETS. #BlueLivesMatter #AllLivesMatter. Proud DEPLORABLE Supporter of President Donald J. Trump #45,1,Quebec Mosque Shooting
"Proud supporter of Donald J. Trump President of The United States of America. Defender of The Constitution. I loathe Obama, Liberals & Political Correctness.",1,Quebec Mosque Shooting
Journalist. Copywriter. PR exec. Mum. Wife. Superwoman. Write for @standardnews & @mailonline & columnist for @EADT24 Director of @Its_RED_Ltd,0,Bostong Marathon Bombing
UWW Basketball commit 21 BasketballFootball Sneakerhead 23 PGEDAWGSZN,1,Random Samples
"State Representative, LD16.",1,Mesa Shooting
IDGAF È  #CFC #BlueBlood #CivilEngineer,1,Quebec Mosque Shooting
American woman who married a great Yemeni guy. #prayforYemen Closet,1,Bostong Marathon Bombing
#Jesus follower / #Actor / #BBN Supporter / #Entrepreneur / #Poet / #SalesforceAdministrator / #KSTV #SportsReporter / #Videographer / #YouTube Partner,0,Brussel Airport Bombing
"affiliation: dog // discussing ecological stuff, politics, markets, soccer, music. no endorsements.",1,Quebec Mosque Shooting
Friendly twitter junkie. Travel evangelist. Hardcore student.,1,Quebec Mosque Shooting
"American African, Pro Black, Afrocentric, Pro Life, Anti Racism, Progressive, Black Social & Political Thought, Educator, Creator, Listener, Thinker, Abstract",1,Mesa Shooting
@crespojbs's girl Û¢ snapchat: celinemorong,1,Bostong Marathon Bombing
KSTP-TV Channel 5,0,Bostong Marathon Bombing
Media Biz Owner/Graphic Designer #HipHop #Comics #Marvel #GraphicNovels #Art #TheWalkingDead #TMNT #ComicCon #Streetfighter #Tekken #TechNerd #AutismDad,1,Mesa Shooting
The Best horny porn adult content,0,Random Samples
"30 years a nurse. Pet lover. Wife. Mom. Meditator. English major. Civil/human rights supporter. Smart, funny. The wicked flee when none pursueth.",1,Quebec Mosque Shooting
flightless bird,1,Random Samples
"I believe in the cause, not the man. My opinion will change when facts present themselves. Devoutly American. My support of Trump is unwielding",1,Brussel Airport Bombing
Political activism takes a commitment but just because you can\'t march or rally doesn\'t mean you shouldn\'t get involved. |#StandIndivisible | #RefugeesWelcome |,1,Quebec Mosque Shooting
      nsfw sometimes  millennial technoslaughter  todasgamers,1,Random Samples
Im Day 19 I like catsand iced coffee Novice twitch streamer YouTuber fan trash,1,Random Samples
Follow Me & I Follow Back.Asian American family. Ally.  Equal rights for all- LGBTQIA POC Atheist Feminist Immigrant. Gamer. Fisherman. Wolverine #TheResistance,1,Quebec Mosque Shooting
99 of the information displayed is factually incorrect,1,Random Samples
Someone spiked the nazi punch.,1,Quebec Mosque Shooting
Talking to noone in particular  just getting it off my chest Oh and if you are expecting intellect you are following the wrong person,1,Random Samples
Have a Purpose,1,Mesa Shooting
KathNiel,1,Random Samples
You know why I'm here. | Seahawks | Mariners | Sonics | Huskies,1,Mesa Shooting
Editor,0,Bostong Marathon Bombing
riley stanford  chatsworth volleyball,1,Random Samples
"Segment Producer with the Now Arizona, Sun Devil, fashion & beauty lover, TV watcher, travel seeker, coffee chugger, native of the Hudson Valley, NY",1,Mesa Shooting
News Personality,1,Mesa Shooting
"Deputy managing editor at @just_security. Formerly @ForeignPolicy, @Politico & @defense_news. Nonresident sr fellow at @AtlanticCouncil.",0,Quebec Mosque Shooting
"Protect our Constitution,Keeping our Liberty, 2nd amendment, Freedom",1,Brussel Airport Bombing
"Husband, Dad, Navy Vet, Disney Fanatic, Banker, Music Teacher, Wanna-be VO artist, Tall Ship Sailor, Friend",1,Quebec Mosque Shooting
The Sentinel & Enterprise covers all the news of North Central Massachusetts,0,Bostong Marathon Bombing
From the Star-Telegram newsroom,0,Bostong Marathon Bombing
Dig deep bear down you fuckin hero,1,Random Samples
9teen Biology Major 0502 ,1,Random Samples
The world is always longing for men of integrity.,1,Brussel Airport Bombing
"Loves: my cool kids, my sweet grandbabies, my stuck up cat, Pittsburgh, eating local, my garden, scrapbooking, civil rights and the news.",1,Quebec Mosque Shooting
"I enjoy life with my husband, my rescued pets and Social Media.",1,Brussel Airport Bombing
"fan of the Crows, the Redsox, Arsenal, the gallopers, current affairs and a good read. RT = interesting not necessarily agreement or endorsement.",1,Brussel Airport Bombing
Your station for Hits and Hip Hop 961 The Beat in Southern Colorado,0,Random Samples
My life is in Phoenix. My home is in Chicago. My heart is in New York. My future is in God's hands. #NewEnglandPatriots,1,Mesa Shooting
KINDNESS. IT DOESN'T COST A DAMN THING. SPRINKLE THAT SHIT EVERYWHERE. SARA AND JCAP ARE MY QUEENS... PROTECT CALZONA AT ALL COST...I TURTELY LOVE MY SAMIS',1,Brussel Airport Bombing
"Navy veteran - no pc, no libtards, pro 2nd amend, pro traditional marriage, pro large military, pro life, patriot. USA#1. Vote TRUMP!",1,Brussel Airport Bombing
"21 , 6feet & blessed",1,Brussel Airport Bombing
Official Twitter page of the United States Army.  (Following,0,Bostong Marathon Bombing
two words that describe me  truly ARMY,1,Random Samples
